new_id,id,assoc_wdid,assoc_stream_id,water_division,water_district,stream_name,structure_category,location_on_google_maps,latitude,longitude,ah_tot_score,ph_tot_score,rec_tot_score,wc_tot_score
251,498,2000627,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.5696216139989,-106.03071805495,20z",37.5696,-106.0307,0.65171366,0.087797886,0.280585164,0.33671929
252,499,2000587,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.553499654327,-105.953228817955,20z",37.5535,-105.9532,0.65337864,0.08672281,0.287005783,0.310008098
253,500,2000680,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.5098838876514,-105.909808652663,20z",37.5099,-105.9098,0.652648315,0.086364451,0.320464279,0.411393702
254,501,2000903,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.4673267531886,-105.855958297751,20z",37.4673,-105.856,0.643301651,0.281311593,0.652329493,0.41194687
255,502,2000575,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.4605398924478,-105.841045115408,20z",37.4605,-105.841,0.63543012,0.280774055,0.650435807,0.500611466
256,503,2000743,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.4316572503457,-105.795364208302,20z",37.4317,-105.7954,0.651039504,0.275040315,0.622326272,0.455808376
257,504,2000773,1385432,3,20,Rio Grande River,Diversion Dam,"https://www.google.com/maps/@37.4232933901709,-105.781752127945,20z",37.4233,-105.7818,0.705938371,0.273069342,0.613310616,0.451233752
258,505,2100521,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.3037942328408,-105.921505748673,20z",37.3038,-105.9215,0.566975198,0.077943021,0.302181169,0.303708599
259,506,2100546,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.3013549074266,-105.927955023446,20z",37.3014,-105.928,0.740625953,0.077763842,0.305745115,0.564422919
260,507,2100537,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2750129639541,-106.015150819424,20z",37.275,-106.0152,0.730626645,0.075613689,0.300648306,0.455857608
261,508,2100566,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2732080648835,-106.025506378902,20z",37.2732,-106.0255,0.147179237,0.075255331,0.295164754,0.256250547
262,509,2100569,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2807325623628,-106.040315043508,20z",37.2807,-106.0403,0.252225348,0.076330407,0.28741281,0.302711873
263,510,2100559,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2777739123272,-106.071801893697,20z",37.2778,-106.0718,0.462095646,0.075792869,0.270849227,0.260574864
264,511,2100603,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2760294211253,-106.087732803874,20z",37.276,-106.0877,0.682223563,0.074717793,0.262113464,0.420035644
265,512,2100560,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2766896855483,-106.089152293225,20z",37.2767,-106.0892,0.734700433,0.075076151,0.261320813,0.463224645
266,513,2100531,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2799047613866,-106.116064996221,20z",37.2799,-106.1161,0.777421268,0.074896972,0.247808988,0.599415081
267,514,2100528,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2647235283733,-106.152525260796,20z",37.2647,-106.1525,0.778702516,0.073463537,0.228463918,0.504612897
268,515,2100552,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2467522555074,-106.159752958577,20z",37.2468,-106.1598,0.780929433,0.073821896,0.224610018,0.603038408
269,517,2100579,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.2063149195823,-106.192064837392,20z",37.2063,-106.1921,0.808117409,0.061996058,0.216317172,0.598530129
270,518,2100582,190746,3,21,La Jara Creek,Diversion Dam,"https://www.google.com/maps/@37.3444448035082,-105.864777686875,20z",37.3444,-105.8648,0.707395363,0.080272353,0.277396648,0.453787106
271,519,2100601,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.3326483430885,-106.214598303984,20z",37.3326,-106.2146,0.790976472,0.075972048,0.190962109,0.524612385
272,520,2100604,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.329592950088,-106.19206721337,20z",37.3296,-106.1921,0.735201325,0.07543451,0.202928231,0.505842295
273,521,2100520,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.3116252439387,-106.159748406147,20z",37.3116,-106.1597,0.713999951,0.081526608,0.222092346,0.506229594
274,522,2100503,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.3008366120011,-106.150640367806,20z",37.3008,-106.1506,0.713751717,0.079913994,0.227757244,0.498959807
275,523,2100526,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2992668925569,-106.147511213056,20z",37.2993,-106.1475,0.713727016,0.080093173,0.229485308,0.480207242
276,524,,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2975836349699,-106.146110651279,20z",37.2976,-106.1461,0.713727016,0.079018097,0.230367415,0.468245025
277,525,,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2937495862509,-106.139386008412,20z",37.2937,-106.1394,0.713800113,0.078480559,0.234274721,0.468327472
278,526,2100570,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2918659871095,-106.134068360351,20z",37.2919,-106.1341,0.713765799,0.079197276,0.23713236,0.458400761
279,528,2100561,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2884738045858,-106.126628109497,20z",37.2885,-106.1266,0.713683187,0.077047124,0.241164477,0.456261787
280,529,2100586,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2885003129991,-106.126384870106,20z",37.2885,-106.1264,0.713683187,0.077226304,0.241269621,0.456261787
281,530,2100585,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2883166151169,-106.124544009727,20z",37.2883,-106.1245,0.713705914,0.077584662,0.242309174,0.456287421
282,531,2100591,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2874617129435,-106.123346578148,20z",37.2875,-106.1233,0.713686794,0.076509586,0.242960227,0.456265854
283,533,100829,201759,2.728843421,20.64273941,South Platte River,Diversion Dam,"https://www.google.com/maps/@40.3796535725224,-103.478732707865,20z",37.3465,-105.7688,NA,0.074180254,NA,NA
284,533,2100592,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2876227389724,-106.122311339566,20z",37.2876,-106.1223,0.713688047,0.076867945,0.243481958,0.456267268
285,534,100687,201759,2.733872828,20.69031708,South Platte River,Diversion Dam,"https://www.google.com/maps/@40.3522432853112,-103.540471015923,20z",37.3385,-105.771,NA,0.074001075,NA,NA
286,534,2100581,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2862216052967,-106.11516258207,20z",37.2862,-106.1152,0.713798619,0.077405483,0.247436591,0.456391984
287,535,100518,201759,2.738902234,20.73789475,South Platte River,Diversion Dam,"https://www.google.com/maps/@40.2807052637153,-103.701409146757,20z",37.3304,-105.7732,NA,0.073284358,NA,NA
288,536,2100532,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2859781453057,-106.106246518682,20z",37.286,-106.1062,0.7137213,0.078659738,0.252079277,0.45053677
289,536,100515,201759,2.743931641,20.78547242,South Platte River,Diversion Dam,"https://www.google.com/maps/@40.2751877112633,-103.833838694054,20z",37.3223,-105.7755,NA,0.072388461,NA,NA
290,537,100517,201759,2.748961048,20.83305009,South Platte River,Diversion Dam,"https://www.google.com/maps/@40.2774137192043,-103.835936943993,20z",37.3142,-105.7777,NA,0.070417488,NA,NA
291,538,2100514,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2877549898464,-106.094074461183,20z",37.2878,-106.0941,0.713767159,0.080809891,0.25839852,0.431892204
292,539,100513,201759,2.759019861,20.92820542,South Platte River,Diversion Dam,"https://www.google.com/maps/@40.3070250264249,-104.250061175213,20z",37.2981,-105.7821,0.776805414,0.068446515,0.265131542,0.431966658
293,540,2100593,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2899929840582,-106.075961791192,20z",37.29,-106.076,0.713720746,0.08098907,0.26768188,0.39063982
294,543,2100564,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2922542537422,-106.070702629851,20z",37.2923,-106.0707,0.713728892,0.082064146,0.27024476,0.356381945
295,544,2100505,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2919963053891,-106.066564735364,20z",37.292,-106.0666,0.71374666,0.081884967,0.272434803,0.415190173
296,546,2100513,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2960944617177,-106.051593142055,20z",37.2961,-106.0516,0.682401406,0.082780864,0.279822149,0.347638935
297,547,2100506,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2951666911383,-106.041358559532,20z",37.2952,-106.0414,0.682319901,0.082243326,0.285072994,0.347547005
298,548,2100571,190624,3,21,Alamosa River,Diversion Dam,"https://www.google.com/maps/@37.2982475662381,-106.035682026809,20z",37.2982,-106.0357,0.705987594,0.082601684,0.287361316,0.451001711
299,556,2200504,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0545552054054,-106.112076589813,20z",37.0546,-106.1121,NA,0.034044078,NA,NA
300,557,2200548,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0585683614833,-106.101274144771,20z",37.0586,-106.1013,0.806015589,0.035656692,0.279578846,0.644254534
301,560,2200576,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.06755978314,-106.082935535272,20z",37.0676,-106.0829,0.839710794,0.038165203,0.290356779,0.401914663
302,561,2200609,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0690199840383,-106.07855878551,20z",37.069,-106.0786,0.839710794,0.038523562,0.292733917,0.401914663
303,562,2200625,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0700077847233,-106.073794237662,20z",37.07,-106.0738,0.839724042,0.038702741,0.295350815,0.416903687
304,563,2200591,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.077397532127,-106.068854153665,20z",37.0774,-106.0689,0.839814169,0.042465508,0.298249096,0.417005343
305,564,,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0796363086745,-106.058989316047,20z",37.0796,-106.059,0.839814169,0.043003046,0.303484535,0.447919576
306,566,2200553,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0873788380998,-106.044123706912,20z",37.0874,-106.0441,0.755749813,0.046049095,0.311015353,0.366882697
307,567,2200619,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0857695416238,-106.039366631009,20z",37.0858,-106.0394,0.713694863,0.045869916,0.313533448,0.301845863
308,568,2200554,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.0852957574512,-106.038729069857,20z",37.0853,-106.0387,0.713694863,0.045690736,0.313937144,0.31224532
309,569,,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1012838060542,-106.009976161432,20z",37.1013,-106.01,0.629866744,0.048378427,0.314521824,0.315977588
310,570,,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1011461593857,-106.009960082626,20z",37.1011,-106.01,0.629866744,0.048199247,0.314653892,0.315977588
311,571,2200620,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1020786090472,-106.00221451968,20z",37.1021,-106.0022,0.545903751,0.049095144,0.313837886,0.390478615
312,572,2200630,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1016570772732,-105.990435278916,20z",37.1017,-105.9904,0.629974873,0.049632682,0.311911689,0.390600575
313,573,2200611,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1085136097721,-105.977382739369,20z",37.1085,-105.9774,0.71399394,0.0503494,0.304189852,0.389697752
314,574,2200547,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1191239674002,-105.959292330911,20z",37.1191,-105.9593,0.714092608,0.051245297,0.294525988,0.389809041
315,575,2200505,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1264138799702,-105.939520534416,20z",37.1264,-105.9395,0.734944696,0.052499552,0.299898617,0.354987788
316,576,2200511,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1317308418117,-105.926630052932,20z",37.1317,-105.9266,0.755935445,0.05303709,0.303345452,0.354987788
317,577,2200539,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1505457761194,-105.906918659632,20z",37.1505,-105.9069,0.776913946,0.053574628,0.310838959,0.346904451
318,578,2200644,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1580946746583,-105.897257324686,20z",37.1581,-105.8973,0.776913946,0.053753808,0.309040202,0.346904451
319,579,2200540,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1700393255004,-105.898540676044,20z",37.17,-105.8985,0.776903921,0.054649704,0.310614683,0.346893144
320,580,,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1791698224609,-105.898643551009,20z",37.1792,-105.8986,0.773905155,0.057158215,0.310700406,0.489786227
321,581,,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1873974289499,-105.897994641441,20z",37.1874,-105.898,0.773347462,0.059129188,0.309530986,0.624698465
322,582,2200627,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1887694236616,-105.89670481406,20z",37.1888,-105.8967,0.734710733,0.059308368,0.308610889,0.413313186
323,583,2200532,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.190611933556,-105.895217168127,20z",37.1906,-105.8952,0.792462835,0.061100161,0.30751093,0.493499631
324,584,2200634,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2240369675177,-105.867414172604,20z",37.224,-105.8674,0.800350351,0.066296363,0.30652785,0.528639068
325,585,2200535,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2270610180623,-105.867318964429,20z",37.2271,-105.8673,0.776735759,0.066654721,0.307992947,0.433223542
326,586,2200584,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2552553844108,-105.86279202698,20z",37.2553,-105.8628,0.77713133,0.067371439,0.31144473,0.432476333
327,587,2200585,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2661192650267,-105.847758428615,20z",37.2661,-105.8478,0.77713133,0.067908977,0.303494665,0.432476333
328,588,2200501,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2812433514465,-105.830384786183,20z",37.2812,-105.8304,0.77719366,0.069342412,0.293273232,0.432546636
329,590,2200651,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2976535719453,-105.797202587997,20z",37.2977,-105.7972,0.776912347,0.069163232,0.272846809,0.432229339
330,591,2200587,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2945633609873,-105.778222545853,20z",37.2946,-105.7782,0.776805414,0.068267336,0.263862699,0.431966658
331,592,2200509,192925,3,22,Conejos River,Diversion Dam,"https://www.google.com/maps/@37.2975037339316,-105.762410470199,20z",37.2975,-105.7624,0.706493147,0.068088156,0.255611138,0.451284373
332,593,2200593,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1046840566411,-106.005316616839,20z",37.1047,-106.0053,NA,0.049274324,NA,NA
333,594,2200692,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1107337721877,-105.983709217986,20z",37.1107,-105.9837,NA,0.05017022,NA,NA
334,595,2200531,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1305811966882,-105.963266815273,20z",37.1306,-105.9633,NA,0.051962014,NA,NA
335,596,2200583,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1368600311437,-105.959451876029,20z",37.1369,-105.9595,NA,0.052320373,NA,NA
336,597,2200596,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1478453681693,-105.952242551824,20z",37.1478,-105.9522,NA,0.053216269,NA,NA
337,598,2200564,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1495514769912,-105.951471304957,20z",37.1496,-105.9515,NA,0.053395449,NA,NA
338,599,,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.154905522892,-105.945466479991,20z",37.1549,-105.9455,NA,0.053932987,NA,NA
339,600,2200636,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1586504364444,-105.941158273156,20z",37.1587,-105.9412,NA,0.054291346,NA,NA
340,601,2200518,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.166635854767,-105.921863825375,20z",37.1666,-105.9219,NA,0.055366422,NA,NA
341,602,2200616,190907,3,22,North Branch Conejos River,Diversion Dam,"https://www.google.com/maps/@37.1876411559757,-105.901821284622,20z",37.1876,-105.9018,NA,0.060025085,NA,NA
342,606,2000854,190279,3,20,South Fork Rio Grande,Diversion Dam,"https://www.google.com/maps/@37.6656201355911,-106.642123803613,20z",37.6656,-106.6421,0.752268601,0.010750762,0.340952773,0.651010927
343,607,4200541,201748,4,42,Gunnison River,Diversion Dam,"https://www.google.com/maps/@39.0288367855514,-108.56319863774,20z",39.0288,-108.5632,0.767618908,0.142089231,0.328993718,0.63609546
344,608,4000858,201748,4,40,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.8106795549969,-108.326720284115,20z",38.8107,-108.3267,1,0.337036373,0.88561529,1
345,609,4000879,201748,4,40,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.7690310160013,-108.041561038211,20z",38.769,-108.0416,NA,0.132592725,NA,NA
346,610,4000863,201748,4,40,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.7749881305571,-107.959947267896,20z",38.775,-107.9599,0.74003867,0.127038165,0.358267186,0.636781341
347,611,4000891,201748,4,40,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.7714237144942,-107.900943028953,20z",38.7714,-107.9009,0.630613241,0.315355671,0.30645313,0.548198051
348,612,4000900,201748,4,40,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.7702788817182,-107.886900428808,20z",38.7703,-107.8869,0.68606664,0.313922236,0.299243329,0.663669559
349,613,6200617,201748,4,62,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.5244692597659,-107.649388995769,20z",38.5245,-107.6494,0.682470117,0.506719226,0.907050594,0.451549046
350,614,5900512,201748,4,59,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.5280234197219,-106.956648517938,20z",38.528,-106.9566,0.689671059,0.199426626,0.646887179,0.501534236
351,615,5900608,201748,4,59,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.5297086253576,-106.9562350631,20z",38.5297,-106.9562,0.587772081,0.199784985,0.647793626,0.279792812
352,617,5900668,201748,4,59,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.5325745288808,-106.949515684125,20z",38.5326,-106.9495,0.348501724,0.199605805,0.651513978,0.547052377
353,621,5900647,201748,4,59,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.5601089665527,-106.945039191906,20z",38.5601,-106.945,0.691637117,0.398494893,0.665507073,0.634010954
354,622,5900572,201748,4,59,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.5841852465144,-106.916050520328,20z",38.5842,-106.9161,0.669722996,0.398674073,0.641625858,0.488363986
355,623,5900704,201748,4,59,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.5845827584757,-106.914992505766,20z",38.5846,-106.915,0.58775909,0.398853252,0.641021744,0.470179144
356,624,5901194,201748,4,59,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.5955032220357,-106.904439058052,20z",38.5955,-106.9044,0.58447669,0.202831034,0.632488563,0.4650233
357,625,5900713,201748,4,59,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.6050169994985,-106.892559812562,20z",38.605,-106.8926,0.582973291,0.205697904,0.62364288,0.433610637
358,626,5900602,201748,4,59,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.6116213890691,-106.879884312403,20z",38.6116,-106.8799,0.587888178,0.207131338,0.616013819,0.459044459
359,627,5900569,201748,4,59,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.617207882371,-106.875656280388,20z",38.6172,-106.8757,0.58784518,0.208385594,0.611704422,0.45899596
360,628,5900561,201748,4,59,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.620177821843,-106.87064970552,20z",38.6202,-106.8706,0.573451524,0.208743953,0.608809684,0.578902559
361,629,5900616,201748,4,59,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.6458451327768,-106.865896980557,20z",38.6458,-106.8659,0.573520543,0.219315535,0.593890228,0.487203486
362,630,5900570,201748,4,59,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.6523892052229,-106.860741256289,20z",38.6524,-106.8607,0.63199477,0.221824046,0.588776621,0.540209461
363,631,5900653,201748,4,59,Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.6602034882907,-106.849648562601,20z",38.6602,-106.8496,0.76799167,0.225049274,0.583127452,0.650005252
364,632,5900500,188856,4,59,East River,Diversion Dam,"https://www.google.com/maps/@38.911465297263,-106.928481034747,20z",38.9115,-106.9285,0.8093604,0.071313385,0.333931063,0.61130335
365,633,5900699,188856,4,59,East River,Diversion Dam,"https://www.google.com/maps/@38.8620238224387,-106.913440133015,20z",38.862,-106.9134,0.810825583,0.057874933,0.300920116,0.601664571
366,635,5900613,188856,4,59,East River,Diversion Dam,"https://www.google.com/maps/@38.8537682513659,-106.919151374615,20z",38.8538,-106.9192,0.755677361,0.055187242,0.303358678,0.50028814
367,636,5900626,188856,4,59,East River,Diversion Dam,"https://www.google.com/maps/@38.8453969836133,-106.918607775477,20z",38.8454,-106.9186,0.770554498,0.052678731,0.301867014,0.504416939
368,637,5900550,188856,4,59,East River,Diversion Dam,"https://www.google.com/maps/@38.8390119529916,-106.914554025447,20z",38.839,-106.9146,0.736115252,0.049811862,0.298027157,0.594712468
369,638,5901627,188856,4,59,East River,Diversion Dam,"https://www.google.com/maps/@38.8367510762285,-106.914686387225,20z",38.8368,-106.9147,0.601774463,0.048020068,0.297365924,0.480005891
370,639,,188856,4,59,East River,Diversion Dam,"https://www.google.com/maps/@38.8241894524965,-106.908123537916,20z",38.8242,-106.9081,0.587739145,0.044436481,0.289749478,0.468025611
371,640,,188856,4,59,East River,Diversion Dam,"https://www.google.com/maps/@38.8239696138922,-106.908066907001,20z",38.824,-106.9081,0.691118528,0.044257302,0.28966616,0.496780393
372,641,5900597,188856,4,59,East River,Diversion Dam,"https://www.google.com/maps/@38.8137145517126,-106.898668232144,20z",38.8137,-106.8987,0.69226543,0.238666906,0.63125725,0.612092176
373,642,5900549,188856,4,59,East River,Diversion Dam,"https://www.google.com/maps/@38.7788881006019,-106.870517057369,20z",38.7789,-106.8705,NA,0.233829063,NA,NA
374,643,5900609,188856,4,59,East River,Diversion Dam,"https://www.google.com/maps/@38.764576345605,-106.868375770496,20z",38.7646,-106.8684,0.640993744,0.231320552,0.586595859,0.649315756
375,644,5901881,188856,4,59,East River,Diversion Dam,"https://www.google.com/maps/@38.70942964595,-106.85091884683,20z",38.7094,-106.8509,0.597319603,0.428059488,0.555263408,0.590882036
376,645,5900624,188856,4,59,East River,Diversion Dam,"https://www.google.com/maps/@38.6765780990038,-106.852180105374,20z",38.6766,-106.8522,0.765773364,0.227199427,0.574712203,0.556345042
377,646,4001197,186323,4,40,North Fork Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.7962600482885,-107.710124942546,20z",38.7963,-107.7101,0.691216151,0.063429493,0.338555803,0.627948147
378,647,4001213,186323,4,40,North Fork Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.8127622759514,-107.695575724965,20z",38.8128,-107.6956,0.661564929,0.062533596,0.326640546,0.554310474
379,648,4001196,186323,4,40,North Fork Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.8455320405912,-107.647653413967,20z",38.8455,-107.6477,0.649575336,0.057337395,0.303532925,0.534111578
380,649,4001183,186323,4,40,North Fork Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.8596390711252,-107.621020374317,20z",38.8596,-107.621,0.535539418,0.069521591,0.319791435,0.608770029
381,652,4001189,186323,4,40,North Fork Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.8796820333678,-107.589540753894,20z",38.8797,-107.5895,0.713738311,0.085289375,0.32236763,0.419272344
382,653,4001131,186323,4,40,North Fork Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.8820276641713,-107.587892221131,20z",38.882,-107.5879,0.713738311,0.086185271,0.320905004,0.445157331
383,654,4001185,186323,4,40,North Fork Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.8978834554097,-107.567899363565,20z",38.8979,-107.5679,0.617839043,0.089052141,0.308541913,0.595205057
384,655,4001206,186323,4,40,North Fork Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.9142849449983,-107.544305541047,20z",38.9143,-107.5443,0.694622881,0.090843935,0.303227594,0.65771131
385,656,4001133,186323,4,40,North Fork Gunnison River,Diversion Dam,"https://www.google.com/maps/@38.9269816536321,-107.477973586446,20z",38.927,-107.478,0.809338317,0.294391686,0.615272096,0.671272648
386,657,6300576,1440517,4,63,Dolores River,Diversion Dam,"https://www.google.com/maps/@38.723311095567,-109.020304994108,20z",38.7233,-109.0203,0.783180229,0.305321627,0.366395127,0.556213531
387,658,6300575,1440517,4,63,Dolores River,Diversion Dam,"https://www.google.com/maps/@38.7167708113978,-109.012725298825,20z",38.7168,-109.0127,0.746863385,0.304963268,0.365674417,0.696080625
388,659,7100521,1440517,7,71,Dolores River,Diversion Dam,"https://www.google.com/maps/@37.6350801899713,-108.708641947446,20z",37.6351,-108.7086,0.770126055,0.046407454,0.211670948,0.612634128
389,660,7100564,1440517,7,71,Dolores River,Diversion Dam,"https://www.google.com/maps/@37.6204089933122,-108.652847650445,20z",37.6204,-108.6528,NA,0.016484501,NA,NA
390,661,7100564,1440517,7,71,Dolores River,Diversion Dam,"https://www.google.com/maps/@37.6201589151555,-108.652149173689,20z",37.6202,-108.6521,NA,0.016305322,NA,NA
391,662,7100539,1440517,7,71,Dolores River,Diversion Dam,"https://www.google.com/maps/@37.5978152599801,-108.607964184347,20z",37.5978,-108.608,0.73611245,0.017201218,0.233827019,0.555667225
392,664,,1440517,7,71,Dolores River,Diversion Dam,"https://www.google.com/maps/@37.4693948376383,-108.515468271434,20z",37.4694,-108.5155,0.749588166,0.261601863,0.369565659,0.686996808
393,666,7100525,1440517,7,71,Dolores River,Diversion Dam,"https://www.google.com/maps/@37.4965697176831,-108.40537196029,20z",37.4966,-108.4054,0.667957658,0.284178463,0.615235901,0.591673557
394,667,7100576,1440517,7,71,Dolores River,Diversion Dam,"https://www.google.com/maps/@37.5081211517798,-108.391773297898,20z",37.5081,-108.3918,0.696148095,0.283820104,0.606072269,0.60431745
395,668,7100513,1440517,7,71,Dolores River,Diversion Dam,"https://www.google.com/maps/@37.5305256364782,-108.378971794155,20z",37.5305,-108.379,0.696022052,0.283461745,0.592235073,0.555760785
